date,rain,temp,humidity,wind,pressure,tmax,q,weather_model,flow_source,r3,r7,qp,rp,tp,wp,severity,location_id,district
2023-11-22,33.400000,26.941667,90.500000,9.700000,1010.616667,30.200000,83.530000,ERA5,GloFAS default seamless,44.400000,123.600000,91.333333,78.666667,67.666667,26.666667,0,akuressa,Matara
2023-11-23,11.000000,27.004167,88.125000,6.300000,1009.537500,29.400000,98.770000,ERA5,GloFAS default seamless,53.900000,123.100000,97.166667,86.166667,35.166667,2.333333,1,akuressa,Matara
2023-11-24,0.300000,27.716667,83.750000,6.900000,1009.770833,30.700000,109.660000,ERA5,GloFAS default seamless,44.700000,109.900000,98.500000,79.166667,85.333333,4.000000,1,akuressa,Matara
2023-11-25,0.500000,27.408333,84.041667,8.300000,1010.579167,30.900000,99.690000,ERA5,GloFAS default seamless,11.800000,91.000000,97.500000,26.500000,89.666667,14.500000,1,akuressa,Matara
2023-11-26,1.200000,27.600000,84.750000,17.700000,1010.533333,30.900000,89.990000,ERA5,GloFAS default seamless,2.000000,57.400000,95.833333,6.666667,89.666667,74.500000,1,akuressa,Matara
2023-11-27,10.300000,27.370833,86.875000,18.100000,1009.458333,30.700000,83.720000,ERA5,GloFAS default seamless,12.000000,66.200000,91.833333,27.166667,85.333333,75.666667,0,akuressa,Matara
2023-11-28,33.900000,26.520833,91.500000,12.400000,1009.212500,29.400000,77.890000,ERA5,GloFAS default seamless,45.400000,90.600000,87.166667,79.500000,35.166667,48.333333,0,akuressa,Matara
2023-11-29,2.800000,27.095833,84.166667,8.100000,1009.491667,30.000000,78.070000,ERA5,GloFAS default seamless,47.000000,60.000000,87.500000,81.833333,60.833333,12.833333,0,akuressa,Matara
2023-11-30,12.700000,26.779167,88.708333,15.900000,1009.737500,29.900000,83.530000,ERA5,GloFAS default seamless,49.400000,61.700000,91.333333,84.166667,56.666667,67.166667,0,akuressa,Matara
2023-12-01,9.200000,26.841667,89.375000,15.500000,1008.750000,29.100000,108.900000,ERA5,GloFAS default seamless,24.700000,70.600000,97.580645,77.903226,20.645161,75.161290,1,akuressa,Matara
2023-12-02,7.400000,27.129167,89.416667,19.100000,1008.245833,29.000000,98.770000,ERA5,GloFAS default seamless,29.300000,77.500000,94.838710,85.000000,18.387097,87.419355,0,akuressa,Matara
2023-12-03,12.300000,27.300000,87.125000,20.200000,1009.033333,29.400000,94.060000,ERA5,GloFAS default seamless,28.900000,88.600000,93.387097,84.677419,28.064516,92.419355,0,akuressa,Matara
2023-12-04,8.000000,26.191667,92.791667,19.100000,1009.400000,27.000000,91.040000,ERA5,GloFAS default seamless,27.700000,86.300000,92.419355,83.709677,2.419355,87.419355,0,akuressa,Matara
2023-12-05,4.900000,26.758333,92.000000,15.800000,1009.675000,28.300000,94.280000,ERA5,GloFAS default seamless,25.200000,57.300000,93.709677,80.161290,8.548387,77.096774,0,akuressa,Matara
2023-12-06,2.400000,27.383333,90.041667,13.000000,1010.462500,29.300000,86.500000,ERA5,GloFAS default seamless,15.300000,56.900000,91.451613,60.161290,25.161290,59.838710,0,akuressa,Matara
2023-12-07,3.600000,27.766667,87.125000,11.100000,1010.558333,30.600000,80.660000,ERA5,GloFAS default seamless,10.900000,47.800000,90.483871,49.838710,75.806452,46.290323,0,akuressa,Matara
2023-12-08,25.600000,27.075000,86.916667,8.000000,1011.508333,30.600000,72.280000,ERA5,GloFAS default seamless,31.600000,64.200000,88.064516,86.612903,75.806452,16.935484,0,akuressa,Matara
2023-12-09,84.900000,26.825000,89.416667,8.500000,1011.191667,29.100000,69.310000,ERA5,GloFAS default seamless,114.100000,141.700000,87.258065,98.709677,20.645161,21.935484,1,akuressa,Matara
2023-12-10,24.600000,26.762500,89.250000,7.700000,1010.816667,30.800000,69.790000,ERA5,GloFAS default seamless,135.100000,154.000000,87.580645,99.516129,84.032258,13.225806,2,akuressa,Matara
2023-12-11,4.600000,27.308333,85.916667,7.800000,1010.562500,30.400000,91.470000,ERA5,GloFAS default seamless,114.100000,150.600000,92.741935,98.709677,66.451613,13.870968,1,akuressa,Matara
2023-12-12,20.000000,26.500000,89.875000,8.900000,1010.308333,29.000000,120.060000,ERA5,GloFAS default seamless,49.200000,165.700000,99.838710,91.774194,18.387097,26.451613,2,akuressa,Matara
2023-12-13,10.000000,26.958333,88.666667,7.600000,1009.941667,30.000000,116.760000,ERA5,GloFAS default seamless,34.600000,173.300000,99.516129,87.580645,52.419355,11.451613,2,akuressa,Matara
2023-12-14,28.300000,26.925000,89.250000,10.100000,1011.037500,29.100000,107.140000,ERA5,GloFAS default seamless,58.300000,198.000000,97.258065,95.000000,20.645161,38.225806,1,akuressa,Matara
2023-12-15,68.500000,26.512500,91.875000,9.200000,1010.675000,28.700000,98.770000,ERA5,GloFAS default seamless,106.800000,240.900000,94.838710,98.225806,11.451613,29.032258,1,akuressa,Matara
2023-12-16,19.000000,26.412500,91.791667,12.900000,1009.945833,28.700000,102.280000,ERA5,GloFAS default seamless,115.800000,175.000000,95.967742,99.193548,11.451613,59.032258,2,akuressa,Matara
2023-12-17,2.600000,27.383333,87.666667,15.700000,1010.091667,30.700000,110.430000,ERA5,GloFAS default seamless,90.100000,153.000000,98.225806,96.935484,80.483871,76.612903,1,akuressa,Matara
2023-12-18,21.900000,26.891667,89.083333,10.800000,1011.241667,30.100000,113.290000,ERA5,GloFAS default seamless,43.500000,170.300000,99.193548,90.806452,56.774194,44.193548,2,akuressa,Matara
2023-12-19,10.300000,27.495833,85.916667,12.400000,1010.833333,30.800000,105.410000,ERA5,GloFAS default seamless,34.800000,160.600000,96.935484,87.903226,84.032258,54.193548,1,akuressa,Matara
2023-12-20,2.300000,27.445833,85.791667,21.100000,1010.783333,29.300000,100.620000,ERA5,GloFAS default seamless,34.500000,152.900000,95.322581,87.258065,25.161290,93.225806,1,akuressa,Matara
2023-12-21,0.000000,28.400000,79.875000,19.200000,1011.095833,31.800000,109.410000,ERA5,GloFAS default seamless,12.600000,124.600000,97.903226,55.806452,98.387097,88.064516,1,akuressa,Matara
2023-12-22,3.000000,27.600000,84.125000,12.000000,1011.529167,31.200000,104.680000,ERA5,GloFAS default seamless,5.300000,59.100000,96.451613,29.354839,92.258065,51.451613,1,akuressa,Matara
2023-12-23,0.000000,28.216667,80.458333,12.300000,1012.595833,31.300000,96.270000,ERA5,GloFAS default seamless,3.000000,40.100000,94.354839,17.903226,94.032258,53.548387,0,akuressa,Matara
2023-12-24,0.100000,28.183333,80.875000,15.900000,1012.737500,31.800000,89.780000,ERA5,GloFAS default seamless,3.100000,37.600000,92.096774,18.870968,98.387097,77.580645,1,akuressa,Matara
2023-12-25,0.300000,27.891667,80.416667,19.600000,1011.916667,31.900000,83.330000,ERA5,GloFAS default seamless,0.400000,16.000000,90.806452,5.645161,99.193548,89.838710,2,akuressa,Matara
2023-12-26,0.600000,28.212500,82.041667,11.100000,1011.658333,32.000000,77.890000,ERA5,GloFAS default seamless,1.000000,6.300000,89.516129,9.193548,99.516129,46.290323,2,akuressa,Matara
2023-12-27,3.400000,28.341667,81.625000,20.100000,1011.041667,31.400000,72.280000,ERA5,GloFAS default seamless,4.300000,7.400000,88.064516,25.322581,95.806452,91.935484,1,akuressa,Matara
2023-12-28,12.300000,26.291667,90.541667,27.900000,1011.183333,27.900000,67.710000,ERA5,GloFAS default seamless,16.300000,19.700000,86.612903,62.096774,6.612903,99.193548,2,akuressa,Matara
2023-12-29,4.500000,25.987500,90.166667,19.300000,1011.729167,27.600000,64.010000,ERA5,GloFAS default seamless,20.200000,21.200000,85.322581,69.193548,5.161290,88.870968,0,akuressa,Matara
2023-12-30,0.500000,27.695833,83.208333,20.100000,1011.187500,30.700000,60.380000,ERA5,GloFAS default seamless,17.300000,21.700000,83.709677,63.387097,80.483871,91.935484,0,akuressa,Matara
2023-12-31,1.700000,26.987500,85.291667,19.700000,1011.220833,29.900000,58.290000,ERA5,GloFAS default seamless,6.700000,23.300000,83.225806,33.387097,48.064516,90.483871,0,akuressa,Matara
2024-01-01,41.700000,25.733333,90.916667,18.300000,1012.341667,27.400000,55.620000,ERA5,GloFAS default seamless,43.900000,64.700000,94.574780,93.657817,2.199413,93.841642,0,akuressa,Matara
2024-01-02,4.600000,26.658333,88.208333,19.800000,1011.020833,29.900000,52.950000,ERA5,GloFAS default seamless,48.000000,68.700000,92.228739,94.837758,43.108504,96.920821,1,akuressa,Matara
2024-01-03,5.600000,27.508333,84.833333,7.800000,1010.958333,31.300000,50.520000,ERA5,GloFAS default seamless,51.900000,70.900000,90.762463,96.017699,81.378299,10.410557,1,akuressa,Matara
2024-01-04,10.100000,27.620833,84.958333,8.100000,1011.183333,31.700000,65.830000,ERA5,GloFAS default seamless,20.300000,68.700000,99.266862,77.138643,88.416422,13.049853,2,akuressa,Matara
2024-01-05,19.100000,27.312500,85.958333,8.000000,1011.220833,30.500000,67.390000,ERA5,GloFAS default seamless,34.800000,83.300000,99.560117,88.938053,64.516129,12.023460,2,akuressa,Matara
2024-01-06,4.300000,27.466667,86.208333,7.400000,1011.216667,30.600000,55.230000,ERA5,GloFAS default seamless,33.500000,87.100000,93.988270,88.053097,67.888563,7.478006,0,akuressa,Matara
2024-01-07,3.300000,27.308333,87.291667,9.400000,1011.116667,30.500000,53.950000,ERA5,GloFAS default seamless,26.700000,88.700000,93.255132,83.185841,64.516129,28.885630,0,akuressa,Matara
2024-01-08,14.900000,26.304167,90.875000,18.400000,1011.716667,28.000000,70.940000,ERA5,GloFAS default seamless,22.500000,61.900000,99.853372,79.056047,5.571848,94.428152,2,akuressa,Matara
2024-01-09,7.600000,26.587500,86.791667,18.500000,1010.475000,29.400000,65.070000,ERA5,GloFAS default seamless,25.800000,64.900000,98.680352,82.153392,27.126100,95.014663,1,akuressa,Matara
2024-01-10,34.400000,25.541667,91.125000,24.900000,1010.991667,26.500000,59.260000,ERA5,GloFAS default seamless,56.900000,93.700000,97.360704,97.492625,1.173021,99.560117,2,akuressa,Matara
2024-01-11,10.500000,27.020833,87.416667,14.200000,1010.837500,30.700000,57.080000,ERA5,GloFAS default seamless,52.500000,94.100000,95.747801,96.312684,71.114370,78.005865,1,akuressa,Matara
2024-01-12,0.000000,27.441667,79.875000,17.900000,1011.141667,31.700000,59.260000,ERA5,GloFAS default seamless,44.900000,75.000000,97.360704,94.247788,88.416422,92.668622,1,akuressa,Matara
2024-01-13,0.700000,27.383333,81.250000,13.100000,1012.191667,31.300000,58.840000,ERA5,GloFAS default seamless,11.200000,71.400000,96.774194,67.256637,81.378299,69.354839,1,akuressa,Matara
2024-01-14,0.300000,26.970833,81.541667,10.100000,1011.708333,31.100000,54.340000,ERA5,GloFAS default seamless,1.000000,68.400000,93.695015,19.616519,78.445748,37.683284,0,akuressa,Matara
2024-01-15,0.700000,26.308333,78.041667,12.300000,1011.691667,30.100000,50.640000,ERA5,GloFAS default seamless,1.700000,54.200000,91.055718,28.318584,49.560117,62.463343,0,akuressa,Matara
2024-01-16,0.000000,26.095833,77.000000,8.100000,1011.479167,29.900000,47.420000,ERA5,GloFAS default seamless,1.000000,46.600000,88.563050,19.616519,43.108504,13.049853,0,akuressa,Matara
2024-01-17,0.100000,26.845833,80.333333,11.300000,1010.900000,30.800000,44.500000,ERA5,GloFAS default seamless,0.800000,12.300000,87.243402,16.519174,72.873900,52.052786,0,akuressa,Matara
2024-01-18,2.900000,27.254167,83.291667,10.600000,1011.054167,30.800000,41.360000,ERA5,GloFAS default seamless,3.000000,4.700000,85.777126,39.823009,72.873900,44.574780,0,akuressa,Matara
2024-01-19,1.900000,27.150000,84.541667,13.100000,1011.283333,29.800000,38.810000,ERA5,GloFAS default seamless,4.900000,6.600000,84.310850,55.752212,40.322581,69.354839,0,akuressa,Matara
2024-01-20,1.400000,27.541667,84.416667,15.500000,1012.200000,31.500000,36.670000,ERA5,GloFAS default seamless,6.200000,7.300000,83.284457,59.882006,84.750733,85.190616,0,akuressa,Matara
2024-01-21,0.400000,28.225000,81.291667,15.900000,1012.245833,32.300000,35.220000,ERA5,GloFAS default seamless,3.700000,7.400000,82.404692,45.427729,93.695015,86.950147,0,akuressa,Matara
2024-01-22,0.600000,28.125000,80.541667,15.500000,1012.966667,32.000000,33.280000,ERA5,GloFAS default seamless,2.400000,7.300000,81.671554,36.725664,91.202346,85.190616,0,akuressa,Matara
2024-01-23,0.800000,27.645833,77.833333,16.400000,1012.662500,32.300000,30.620000,ERA5,GloFAS default seamless,1.800000,8.100000,79.472141,30.973451,93.695015,89.442815,0,akuressa,Matara
2024-01-24,0.400000,27.229167,74.291667,15.700000,1013.004167,31.700000,28.850000,ERA5,GloFAS default seamless,1.800000,8.400000,77.419355,30.973451,88.416422,86.070381,0,akuressa,Matara
2024-01-25,0.000000,27.362500,72.000000,14.500000,1013.704167,31.800000,27.120000,ERA5,GloFAS default seamless,1.200000,5.500000,75.806452,22.271386,90.029326,80.205279,0,akuressa,Matara
2024-01-26,0.400000,27.554167,74.125000,13.400000,1014.279167,32.200000,25.550000,ERA5,GloFAS default seamless,0.800000,4.000000,73.167155,16.519174,92.668622,71.407625,0,akuressa,Matara
2024-01-27,0.000000,28.129167,76.291667,11.800000,1013.745833,32.700000,24.060000,ERA5,GloFAS default seamless,0.400000,2.600000,69.648094,10.324484,96.627566,56.011730,1,akuressa,Matara
2024-01-28,2.000000,27.829167,82.083333,8.100000,1013.270833,31.300000,22.550000,ERA5,GloFAS default seamless,2.400000,4.200000,67.302053,36.725664,81.378299,13.049853,0,akuressa,Matara
2024-01-29,9.500000,27.400000,84.875000,10.600000,1012.891667,30.600000,21.180000,ERA5,GloFAS default seamless,11.500000,13.100000,62.023460,68.141593,67.888563,44.574780,0,akuressa,Matara
2024-01-30,3.700000,27.145833,86.416667,7.000000,1013.058333,30.500000,20.090000,ERA5,GloFAS default seamless,15.200000,16.000000,58.064516,71.681416,64.516129,6.158358,0,akuressa,Matara
2024-01-31,1.000000,27.745833,85.333333,7.700000,1013.837500,31.400000,19.840000,ERA5,GloFAS default seamless,14.200000,16.600000,56.744868,70.943953,83.137830,9.677419,0,akuressa,Matara
2024-02-01,4.700000,27.041667,85.833333,10.100000,1013.816667,30.500000,20.480000,ERA5,GloFAS default seamless,9.400000,21.300000,86.334405,68.488746,29.742765,27.009646,0,akuressa,Matara
2024-02-02,1.500000,28.062500,82.458333,13.000000,1013.137500,31.600000,19.370000,ERA5,GloFAS default seamless,7.200000,22.400000,84.083601,61.093248,60.128617,55.466238,0,akuressa,Matara
2024-02-03,0.000000,28.529167,78.958333,11.800000,1013.175000,33.000000,18.770000,ERA5,GloFAS default seamless,6.200000,22.400000,82.315113,58.360129,86.655949,42.122186,0,akuressa,Matara
2024-02-04,8.400000,27.483333,85.541667,13.300000,1014.216667,31.600000,18.230000,ERA5,GloFAS default seamless,9.900000,28.800000,81.832797,70.578778,60.128617,57.395498,0,akuressa,Matara
2024-02-05,0.600000,27.700000,82.875000,17.200000,1014.437500,32.000000,17.280000,ERA5,GloFAS default seamless,9.000000,19.900000,80.225080,66.559486,68.327974,82.315113,0,akuressa,Matara
2024-02-06,0.000000,28.029167,77.750000,16.900000,1013.400000,32.800000,16.990000,ERA5,GloFAS default seamless,9.000000,16.200000,79.260450,66.559486,84.244373,80.546624,0,akuressa,Matara
2024-02-07,0.300000,27.704167,77.333333,15.400000,1013.525000,32.300000,16.780000,ERA5,GloFAS default seamless,0.900000,15.500000,78.938907,25.401929,76.205788,73.794212,0,akuressa,Matara
2024-02-08,0.000000,27.391667,77.125000,13.100000,1012.883333,32.100000,15.670000,ERA5,GloFAS default seamless,0.300000,10.800000,77.009646,17.363344,70.096463,56.430868,0,akuressa,Matara
2024-02-09,0.000000,27.645833,72.791667,21.200000,1013.250000,32.200000,14.700000,ERA5,GloFAS default seamless,0.300000,9.300000,73.151125,17.363344,72.990354,94.051447,0,akuressa,Matara
2024-02-10,0.000000,28.025000,69.041667,22.800000,1013.741667,33.200000,13.830000,ERA5,GloFAS default seamless,0.000000,9.300000,69.935691,5.305466,88.585209,96.623794,1,akuressa,Matara
2024-02-11,0.000000,28.391667,69.833333,19.300000,1013.366667,33.200000,12.960000,ERA5,GloFAS default seamless,0.000000,0.900000,68.167203,5.305466,88.585209,90.353698,0,akuressa,Matara
2024-02-12,0.100000,28.858333,70.958333,21.100000,1012.925000,33.300000,12.180000,ERA5,GloFAS default seamless,0.100000,0.400000,65.273312,11.897106,90.032154,93.729904,0,akuressa,Matara
2024-02-13,0.600000,28.912500,73.541667,17.300000,1012.087500,33.100000,11.470000,ERA5,GloFAS default seamless,0.700000,1.000000,62.861736,21.864952,87.459807,83.279743,0,akuressa,Matara
2024-02-14,0.700000,28.579167,77.000000,16.500000,1011.862500,32.600000,10.830000,ERA5,GloFAS default seamless,1.400000,1.400000,59.003215,28.617363,81.189711,78.617363,0,akuressa,Matara
2024-02-15,0.600000,28.583333,77.250000,19.800000,1011.787500,31.800000,10.250000,ERA5,GloFAS default seamless,1.900000,2.000000,53.054662,36.334405,64.469453,92.443730,0,akuressa,Matara
2024-02-16,0.200000,28.175000,78.125000,19.800000,1011.729167,31.500000,9.890000,ERA5,GloFAS default seamless,1.500000,2.200000,50.643087,30.064309,57.073955,92.443730,0,akuressa,Matara
2024-02-17,0.000000,28.995833,76.291667,19.400000,1011.450000,33.400000,9.380000,ERA5,GloFAS default seamless,0.800000,2.200000,46.141479,23.472669,91.479100,91.157556,0,akuressa,Matara
2024-02-18,0.000000,29.141667,70.875000,17.000000,1010.970833,34.100000,8.840000,ERA5,GloFAS default seamless,0.200000,2.200000,43.086817,14.630225,95.980707,81.350482,1,akuressa,Matara
2024-02-19,0.000000,29.341667,69.541667,18.500000,1011.575000,34.300000,8.330000,ERA5,GloFAS default seamless,0.000000,2.100000,37.942122,5.305466,97.266881,88.263666,1,akuressa,Matara
2024-02-20,0.700000,29.062500,74.416667,22.700000,1011.658333,33.700000,7.870000,ERA5,GloFAS default seamless,0.700000,2.200000,32.797428,21.864952,93.408360,96.302251,1,akuressa,Matara
2024-02-21,0.700000,29.145833,75.291667,13.000000,1011.633333,33.800000,7.530000,ERA5,GloFAS default seamless,1.400000,2.200000,30.707395,28.617363,94.051447,55.466238,0,akuressa,Matara
2024-02-22,1.800000,28.504167,80.375000,9.800000,1012.725000,33.000000,7.300000,ERA5,GloFAS default seamless,3.200000,3.400000,28.135048,44.533762,86.655949,23.794212,0,akuressa,Matara
2024-02-23,2.900000,28.595833,82.333333,10.900000,1011.537500,33.300000,7.240000,ERA5,GloFAS default seamless,5.400000,6.100000,27.491961,55.305466,90.032154,33.279743,0,akuressa,Matara
2024-02-24,0.700000,28.387500,79.000000,14.500000,1011.104167,32.000000,7.170000,ERA5,GloFAS default seamless,5.400000,6.800000,26.205788,55.305466,68.327974,68.006431,0,akuressa,Matara
2024-02-25,0.100000,28.929167,73.291667,15.200000,1009.479167,33.300000,6.800000,ERA5,GloFAS default seamless,3.700000,6.900000,21.061093,48.392283,90.032154,72.829582,0,akuressa,Matara
2024-02-26,0.000000,29.570833,70.750000,22.000000,1009.270833,34.200000,6.730000,ERA5,GloFAS default seamless,0.800000,6.900000,20.418006,23.472669,96.784566,94.533762,1,akuressa,Matara
2024-02-27,0.100000,29.283333,71.166667,26.100000,1009.716667,33.400000,6.590000,ERA5,GloFAS default seamless,0.200000,6.300000,18.488746,14.630225,91.479100,99.196141,2,akuressa,Matara
2024-02-28,0.400000,29.095833,70.875000,16.400000,1009.500000,33.800000,6.460000,ERA5,GloFAS default seamless,0.500000,6.000000,14.630225,19.774920,94.051447,77.491961,0,akuressa,Matara
2024-02-29,0.900000,28.462500,76.833333,8.000000,1011.087500,32.800000,6.410000,ERA5,GloFAS default seamless,1.400000,5.100000,13.504823,28.617363,84.244373,8.681672,0,akuressa,Matara
2024-03-01,0.600000,29.333333,70.083333,16.900000,1011.525000,34.200000,6.380000,ERA5,GloFAS default seamless,1.900000,2.800000,26.246334,15.982405,98.240469,84.750733,1,akuressa,Matara
2024-03-02,0.100000,29.225000,71.833333,11.300000,1011.733333,34.400000,6.280000,ERA5,GloFAS default seamless,1.600000,2.200000,25.513196,13.489736,99.120235,36.803519,2,akuressa,Matara
2024-03-03,0.900000,28.575000,75.875000,11.300000,1011.291667,33.300000,6.210000,ERA5,GloFAS default seamless,1.600000,3.000000,24.633431,13.489736,92.815249,36.803519,0,akuressa,Matara
2024-03-04,1.200000,28.170833,77.333333,9.700000,1011.583333,31.900000,6.180000,ERA5,GloFAS default seamless,2.200000,4.200000,23.607038,18.328446,68.475073,19.941349,0,akuressa,Matara
2024-03-05,1.100000,28.179167,77.708333,10.400000,1011.575000,31.600000,6.140000,ERA5,GloFAS default seamless,3.200000,5.200000,22.873900,28.592375,61.143695,26.832845,0,akuressa,Matara
2024-03-06,2.500000,27.925000,82.083333,14.000000,1011.787500,30.400000,6.130000,ERA5,GloFAS default seamless,4.800000,7.300000,22.287390,43.841642,23.313783,63.929619,0,akuressa,Matara
2024-03-07,1.400000,28.070833,81.625000,8.900000,1011.291667,31.000000,6.110000,ERA5,GloFAS default seamless,5.000000,7.800000,21.700880,45.454545,42.375367,12.023460,0,akuressa,Matara
2024-03-08,2.300000,27.870833,81.875000,9.200000,1011.970833,31.800000,6.100000,ERA5,GloFAS default seamless,6.200000,9.500000,21.114370,52.785924,65.835777,14.516129,0,akuressa,Matara
2024-03-09,0.400000,28.008333,81.958333,10.500000,1011.904167,32.600000,6.130000,ERA5,GloFAS default seamless,4.100000,9.800000,22.287390,37.536657,84.457478,28.592375,0,akuressa,Matara
2024-03-10,0.400000,27.987500,79.583333,10.100000,1013.008333,32.800000,6.110000,ERA5,GloFAS default seamless,3.100000,9.300000,21.700880,27.565982,86.510264,23.460411,0,akuressa,Matara
2024-03-11,1.100000,28.220833,80.166667,9.400000,1013.833333,32.100000,6.060000,ERA5,GloFAS default seamless,1.900000,9.200000,20.381232,15.982405,73.607038,17.155425,0,akuressa,Matara
2024-03-12,0.700000,28.558333,76.750000,11.200000,1013.091667,32.200000,6.050000,ERA5,GloFAS default seamless,2.200000,8.800000,19.648094,18.328446,75.806452,34.750733,0,akuressa,Matara
2024-03-13,1.000000,28.633333,73.250000,10.000000,1012.920833,33.900000,6.050000,ERA5,GloFAS default seamless,2.800000,7.300000,19.648094,25.513196,96.480938,22.140762,1,akuressa,Matara
2024-03-14,3.000000,28.287500,80.166667,14.100000,1012.300000,31.200000,6.030000,ERA5,GloFAS default seamless,4.700000,8.900000,18.768328,42.521994,48.240469,64.516129,0,akuressa,Matara
2024-03-15,1.500000,28.341667,79.791667,11.500000,1012.095833,31.400000,6.010000,ERA5,GloFAS default seamless,5.500000,8.100000,17.741935,48.387097,53.519062,40.175953,0,akuressa,Matara
2024-03-16,0.600000,28.645833,78.416667,16.300000,1011.820833,31.400000,6.030000,ERA5,GloFAS default seamless,5.100000,8.300000,18.768328,46.334311,53.519062,81.964809,0,akuressa,Matara
2024-03-17,0.000000,28.416667,73.916667,15.500000,1011.750000,32.500000,6.010000,ERA5,GloFAS default seamless,2.100000,7.900000,17.741935,17.155425,81.818182,75.659824,0,akuressa,Matara
2024-03-18,0.700000,28.429167,73.208333,12.400000,1011.362500,32.200000,6.000000,ERA5,GloFAS default seamless,1.300000,7.500000,17.008798,10.850440,75.806452,48.387097,0,akuressa,Matara
2024-03-19,0.300000,28.554167,76.291667,13.800000,1010.883333,32.100000,5.980000,ERA5,GloFAS default seamless,1.000000,7.100000,16.422287,8.357771,73.607038,62.463343,0,akuressa,Matara
2024-03-20,0.400000,28.966667,73.916667,15.800000,1010.708333,33.600000,5.970000,ERA5,GloFAS default seamless,1.400000,6.500000,15.689150,11.730205,93.695015,78.005865,0,akuressa,Matara
2024-03-21,3.600000,28.308333,82.958333,16.200000,1009.725000,31.900000,5.950000,ERA5,GloFAS default seamless,4.300000,7.100000,14.956012,39.149560,68.475073,81.231672,0,akuressa,Matara
2024-03-22,4.500000,27.570833,83.791667,16.600000,1008.704167,31.600000,5.970000,ERA5,GloFAS default seamless,8.500000,10.100000,15.689150,62.463343,61.143695,83.137830,0,akuressa,Matara
2024-03-23,8.900000,28.475000,82.208333,13.500000,1009.475000,32.400000,6.030000,ERA5,GloFAS default seamless,17.000000,18.400000,18.768328,77.859238,79.325513,59.237537,0,akuressa,Matara
2024-03-24,15.900000,27.575000,88.083333,13.400000,1010.995833,31.900000,6.280000,ERA5,GloFAS default seamless,29.300000,34.300000,25.513196,93.988270,68.475073,58.357771,0,akuressa,Matara
2024-03-25,1.800000,29.104167,81.958333,15.000000,1010.654167,32.500000,6.960000,ERA5,GloFAS default seamless,26.600000,35.400000,31.818182,91.495601,81.818182,71.847507,0,akuressa,Matara
2024-03-26,4.000000,28.537500,81.250000,12.000000,1012.154167,32.900000,6.530000,ERA5,GloFAS default seamless,21.700000,39.100000,28.299120,87.536657,88.416422,44.134897,0,akuressa,Matara
2024-03-27,14.400000,28.179167,84.166667,14.600000,1012.929167,31.400000,6.480000,ERA5,GloFAS default seamless,20.200000,53.100000,27.272727,85.630499,53.519062,68.621701,0,akuressa,Matara
2024-03-28,3.400000,28.783333,79.833333,10.200000,1011.287500,33.700000,6.500000,ERA5,GloFAS default seamless,21.800000,52.900000,27.712610,87.829912,94.281525,24.486804,0,akuressa,Matara
2024-03-29,0.900000,28.579167,83.541667,10.400000,1011.216667,32.300000,6.480000,ERA5,GloFAS default seamless,18.700000,49.300000,27.272727,81.964809,78.005865,26.832845,0,akuressa,Matara
2024-03-30,0.500000,28.858333,79.666667,11.500000,1012.354167,32.500000,7.070000,ERA5,GloFAS default seamless,4.800000,40.900000,32.697947,43.841642,81.818182,40.175953,0,akuressa,Matara
2024-03-31,1.100000,29.133333,80.875000,8.300000,1012.225000,32.500000,6.530000,ERA5,GloFAS default seamless,2.500000,26.100000,28.299120,22.287390,81.818182,7.771261,0,akuressa,Matara
2024-04-01,5.000000,28.350000,83.041667,7.600000,1010.425000,32.200000,6.360000,ERA5,GloFAS default seamless,6.600000,29.300000,35.000000,27.424242,88.333333,2.272727,0,akuressa,Matara
2024-04-02,3.000000,28.833333,82.083333,10.500000,1009.362500,32.700000,6.400000,ERA5,GloFAS default seamless,9.100000,28.300000,35.606061,42.272727,96.212121,19.545455,1,akuressa,Matara
2024-04-03,1.800000,28.541667,85.916667,10.900000,1010.037500,30.700000,6.590000,ERA5,GloFAS default seamless,9.800000,15.700000,36.969697,44.242424,31.515152,24.545455,0,akuressa,Matara
2024-04-04,2.900000,28.395833,85.208333,9.500000,1010.154167,31.700000,6.260000,ERA5,GloFAS default seamless,7.700000,15.200000,33.787879,33.181818,73.333333,11.818182,0,akuressa,Matara
2024-04-05,2.800000,28.654167,84.791667,13.200000,1009.300000,31.500000,6.210000,ERA5,GloFAS default seamless,7.500000,17.100000,33.030303,32.121212,65.909091,51.666667,0,akuressa,Matara
2024-04-06,2.800000,28.754167,85.458333,10.900000,1008.841667,32.200000,6.280000,ERA5,GloFAS default seamless,8.500000,19.400000,34.242424,39.545455,88.333333,24.545455,0,akuressa,Matara
2024-04-07,3.300000,28.541667,86.208333,11.300000,1008.750000,31.300000,6.000000,ERA5,GloFAS default seamless,8.900000,21.600000,28.636364,41.212121,57.121212,28.484848,0,akuressa,Matara
2024-04-08,1.800000,28.670833,84.041667,8.500000,1009.570833,31.100000,5.970000,ERA5,GloFAS default seamless,7.900000,18.400000,27.878788,35.151515,47.424242,6.666667,0,akuressa,Matara
2024-04-09,1.700000,28.754167,78.500000,13.300000,1008.987500,32.400000,4.520000,ERA5,GloFAS default seamless,6.800000,17.100000,8.030303,29.242424,93.484848,53.333333,0,akuressa,Matara
